,Flux
3983,7.543282821543201e-08
3984,8.981454559814806e-08
3985,1.0545809165472942e-07
3986,1.131372831756347e-07
3987,1.2177355553174538e-07
3988,1.2607120032031327e-07
3989,1.238890803070808e-07
3990,1.2410017231970067e-07
3991,1.2099015514667332e-07
3992,1.1389113969043649e-07
3993,1.1006452568098305e-07
3994,1.078580729528216e-07
3995,1.0753476550180538e-07
3996,1.1450628873065892e-07
3997,1.2131815963669116e-07
3998,1.304363434772624e-07
3999,1.4238020884333834e-07
4000,1.4586718773803864e-07
4001,1.4642857204184052e-07
4002,1.4719227372831487e-07
4003,1.4643995785099686e-07
4004,1.4576287356141065e-07
4005,1.434553944925855e-07
4006,1.343952075828862e-07
4007,1.2095568682459755e-07
4008,1.0999761810302821e-07
4009,1.0222285620429173e-07
4010,9.893807040292222e-08
4011,1.1025676285290515e-07
4012,1.3081858585050703e-07
4013,1.498992266847423e-07
4014,1.7077180347523984e-07
4015,1.815321227220568e-07
4016,1.8140391023150286e-07
4017,1.8006351886644288e-07
4018,1.7531966665605732e-07
4019,1.6743769985630882e-07
4020,1.6043142972157052e-07
4021,1.5458828656085785e-07
4022,1.464169577305864e-07
4023,1.3727526176867045e-07
4024,1.2726023547709228e-07
4025,1.1744671189280862e-07
4026,1.0875204068943236e-07
4027,1.014893366085263e-07
4028,9.636540291935482e-08
4029,9.15038625784154e-08
4030,8.914097630485817e-08
4031,8.786437872898596e-08
4032,8.599044093953205e-08
4033,8.414139695998714e-08
4034,7.96022573403583e-08
4035,7.611703157690535e-08
4036,7.589282831991658e-08
4037,7.597854536800561e-08
4038,7.986819087130219e-08
4039,8.675637203793872e-08
4040,9.176823514508865e-08
4041,9.582891194869933e-08
4042,1.0003352105084279e-07
4043,1.0185516921362066e-07
4044,1.0108215256034975e-07
4045,9.986143757337616e-08
4046,9.416279394874327e-08
4047,8.474651455386895e-08
4048,7.677186309544332e-08
4049,7.009467677982154e-08
4050,6.40852090957619e-08
4051,6.017668812658312e-08
4052,5.8071519193557306e-08
4053,5.6089367146594286e-08
4054,5.430543030432757e-08
4055,5.1587387187465615e-08
4056,4.7841148430158614e-08
4057,4.6094533572013105e-08
4058,4.662258021800569e-08
4059,4.6997822213329454e-08
4060,4.7548040004498714e-08
4061,4.725573597359746e-08
4062,4.6742662347305705e-08
4063,4.769339611169605e-08
4064,4.959905647550245e-08
4065,5.20766507771999e-08
4066,5.896898576805106e-08
4067,6.987208738224333e-08
4068,7.827237888467904e-08
4069,8.417014128805325e-08
4070,8.424062726198638e-08
4071,8.057906453015848e-08
4072,8.124615816622526e-08
4073,8.689654253455954e-08
4074,9.839438875238396e-08
4075,1.1201745044176499e-07
4076,1.21203205841008e-07
4077,1.2488288560941326e-07
4078,1.209445971674839e-07
4079,1.1171263743222852e-07
4080,1.0324137369036009e-07
4081,9.600473632143368e-08
4082,8.935426268912534e-08
4083,8.350633642032241e-08
4084,7.741820277675235e-08
4085,7.122638250520018e-08
4086,6.592874426135234e-08
4087,6.118586983285557e-08
4088,5.689228284513997e-08
4089,5.267805454944125e-08
4090,4.854774907759199e-08
4091,4.485547415499617e-08
4092,4.189293756939149e-08
4093,4.606510942389148e-08
4094,5.703550806857069e-08
4095,6.890886688103595e-08
4096,8.059687895813237e-08
4097,8.604013495865798e-08
4098,8.592362127687267e-08
4099,8.423125890963116e-08
4100,8.229563280049455e-08
4101,8.074106942880772e-08
4102,7.781696253456404e-08
4103,7.684776630076713e-08
4104,7.77254896242032e-08
4105,7.721544057434653e-08
4106,7.686889637217045e-08
4107,7.889450647275517e-08
4108,8.3717555545049e-08
4109,9.004579976353761e-08
4110,9.576621956224588e-08
4111,9.67895975504819e-08
4112,9.23731378200724e-08
4113,8.65108240286559e-08
4114,8.15472416644419e-08
4115,7.713001755188856e-08
4116,7.332951586507011e-08
4117,7.178406429112934e-08
4118,7.166815780244091e-08
4119,7.186384195413676e-08
4120,7.621495773634386e-08
4121,8.575596209488238e-08
4122,9.553036611582123e-08
4123,1.0332732973519257e-07
4124,1.054695969334366e-07
4125,9.909763729687601e-08
4126,9.015037358021263e-08
4127,8.357283622958201e-08
4128,8.010305265019488e-08
4129,7.915524748103114e-08
4130,7.857722282933291e-08
4131,7.679450064936707e-08
4132,7.36650506500366e-08
4133,7.067354563615963e-08
4134,6.82686911474582e-08
4135,6.609182209549044e-08
4136,6.313263994369467e-08
4137,6.149437609188739e-08
4138,6.19574387189569e-08
4139,6.256169508773106e-08
4140,6.348052581734875e-08
4141,6.14074733450799e-08
4142,5.739172596435059e-08
4143,5.405255330003889e-08
4144,5.0884797910917516e-08
4145,4.813381806898232e-08
4146,4.469543624262534e-08
4147,4.115089262828427e-08
4148,4.4810803276015026e-08
4149,5.7017222819240153e-08
4150,7.087800046838566e-08
4151,8.86027003651188e-08
4152,1.0566743025320499e-07
4153,1.1760068713555032e-07
4154,1.283906183560026e-07
4155,1.3763905657157346e-07
4156,1.4516265125466632e-07
4157,1.5002138653325352e-07
4158,1.535192481893797e-07
4159,1.5347982361599848e-07
4160,1.4839434134857004e-07
4161,1.4136740728280621e-07
4162,1.329931666316367e-07
4163,1.235563499771953e-07
4164,1.1353821495083677e-07
4165,1.0718439333654791e-07
4166,1.0466595379318573e-07
4167,1.0239935820415979e-07
4168,1.0128442225057128e-07
4169,1.0228097996900452e-07
4170,1.0710288197389686e-07
4171,1.1429259383647435e-07
4172,1.1893833445061075e-07
4173,1.1716950103283313e-07
4174,1.0941505101315948e-07
4175,1.0932354607682936e-07
4176,1.1851619175761985e-07
4177,1.271020728739832e-07
4178,1.3409186585099586e-07
4179,1.3075767938896278e-07
4180,1.2143191151609386e-07
4181,1.1622622050550881e-07
4182,1.1326609862768712e-07
4183,1.1313427304979201e-07
4184,1.1132246837918212e-07
4185,1.0646639841800927e-07
4186,1.0115843541979353e-07
4187,9.471148460290287e-08
4188,8.817739045078696e-08
4189,8.187215139154884e-08
4190,7.560993623403348e-08
4191,6.953644258937743e-08
4192,6.404529829601627e-08
4193,6.017826843211926e-08
4194,5.6960441576331316e-08
4195,5.525189747106966e-08
4196,5.6826707778512276e-08
4197,6.183153695236143e-08
4198,6.866088315694796e-08
4199,7.331979468461293e-08
4200,7.853781505550243e-08
4201,8.78465334600805e-08
4202,1.0248688003165972e-07
4203,1.2470069191669102e-07
4204,1.4933062259724739e-07
4205,1.714975602097481e-07
4206,1.9144780406099875e-07
4207,2.0940302352712434e-07
4208,2.2556272104663736e-07
4209,2.4010644881419907e-07
4210,2.5319580380500464e-07
4211,2.6033872331270147e-07
4212,2.5749235090157225e-07
4213,2.456556157634996e-07
4214,2.2922755410549776e-07
4215,2.1427979855544185e-07
4216,2.0180181855224557e-07
4217,1.9057163654936892e-07
4218,1.781519727774874e-07
4219,1.6409927541136903e-07
4220,1.5135184777358846e-07
4221,1.4126666288116142e-07
4222,1.332649964781052e-07
4223,1.2631349673603963e-07
4224,1.199446469810768e-07
4225,1.1335018221906454e-07
4226,1.0542766396864716e-07
4227,9.645989756748398e-08
4228,8.81139078045002e-08
4229,8.15650170530435e-08
4230,8.17835154161893e-08
4231,8.998016394019746e-08
4232,9.950714761344869e-08
4233,1.0695643289290529e-07
4234,1.0787328960964551e-07
4235,1.009234606553347e-07
4236,9.304361463963752e-08
4237,9.147675321635697e-08
4238,9.446657788867958e-08
4239,9.715742009376992e-08
4240,9.894167803670647e-08
4241,9.492251018622847e-08
4242,8.659275916387124e-08
4243,7.914598324788674e-08
4244,7.299388491349675e-08
4245,6.811949640074787e-08
4246,6.408254674602856e-08
4247,6.102429205994795e-08
4248,6.087186276894239e-08
4249,6.670967627968623e-08
4250,7.573870839642918e-08
4251,8.408983732011444e-08
4252,9.01058534049563e-08
4253,9.115776800885725e-08
4254,8.871699120515198e-08
4255,8.653279208285149e-08
4256,8.340451293202662e-08
4257,8.617656175891574e-08
4258,9.829640567792698e-08
4259,1.1075426512234232e-07
4260,1.2122883859460178e-07
4261,1.235934547125974e-07
4262,1.1613410926928967e-07
4263,1.0742069843797878e-07
4264,1.002286286991713e-07
4265,9.459326594802848e-08
4266,9.058393949329823e-08
4267,8.667554568142332e-08
4268,8.377049122369878e-08
4269,8.259344211974361e-08
4270,8.16465978466744e-08
4271,8.089443799808392e-08
4272,7.967999416759514e-08
4273,7.686199475506379e-08
4274,7.391899488129987e-08
4275,7.218587044695729e-08
4276,7.051093430266269e-08
4277,6.766599177315459e-08
4278,6.327484391379159e-08
4279,6.026973544250379e-08
4280,5.914276201502324e-08
4281,5.795348592691342e-08
4282,5.698313744478637e-08
4283,5.3797323752761696e-08
4284,4.914259137085891e-08
4285,4.9503332303854875e-08
4286,5.3852999221229953e-08
4287,5.89176994532011e-08
4288,6.426342967162202e-08
4289,6.57995867637596e-08
4290,6.426962803892883e-08
4291,6.174266518024758e-08
4292,5.893089857406372e-08
4293,5.6450308643737494e-08
4294,5.365527774872028e-08
4295,5.143974994582243e-08
4296,4.909577494976639e-08
4297,4.642369748449011e-08
4298,4.473132778028505e-08
4299,4.443319503683515e-08
4300,4.463987555152077e-08
4301,4.412588800122848e-08
4302,4.292579917825109e-08
4303,4.2333219189089524e-08
4304,4.256239716201357e-08
4305,4.2718657333508205e-08
4306,4.223429149165179e-08
4307,4.009836229316253e-08
4308,3.81510260901693e-08
4309,3.77609235313913e-08
4310,3.7559831229799935e-08
4311,3.7066348154715797e-08
4312,4.164721324779893e-08
4313,5.1157491688919286e-08
4314,6.016674226764963e-08
4315,6.867506777719417e-08
4316,6.972006084924623e-08
4317,6.414805473582914e-08
4318,5.8833249253340565e-08
4319,5.404992431910085e-08
4320,5.028243186169578e-08
4321,4.719168863599552e-08
4322,4.457251972410614e-08
4323,4.1815267714718476e-08
4324,3.874624092427299e-08
4325,3.533411682570419e-08
4326,3.180070514313377e-08
4327,2.8620634628820397e-08
4328,2.5758571165938358e-08
4329,2.318271404934452e-08
4330,2.086444264441007e-08
4331,1.8777998379969058e-08
4332,1.6900198541972158e-08
4333,1.521017868777494e-08
4334,1.3689160818997448e-08
4335,1.2320244737097703e-08
4336,1.1088220263387931e-08
4337,9.979398237049139e-09
4338,8.981458413344227e-09
4339,8.083312572009804e-09
4340,7.274981314808822e-09
4341,6.547483183327941e-09
4342,5.892734864995146e-09
4343,5.303461378495632e-09
4344,4.773115240646068e-09
4345,4.295803716581461e-09
4346,3.866223344923315e-09
4347,3.479601010430984e-09
4348,3.131640909387886e-09
4349,2.818476818449097e-09
4350,2.5366291366041875e-09
4351,2.2829662229437684e-09
4352,2.054669600649392e-09
4353,1.849202640584453e-09
4354,1.6642823765260077e-09
4355,1.4978541388734069e-09
4356,1.348068724986066e-09
4357,1.2132618524874597e-09
4358,1.0919356672387135e-09
4359,9.827421005148423e-10
4360,8.844678904633581e-10
4361,7.960211014170224e-10
4362,7.1641899127532e-10
4363,6.44777092147788e-10
4364,5.802993829330093e-10
4365,5.280963286044831e-10
4366,4.863641784462989e-10
4367,4.4822895807664763e-10
4368,4.1390725974396156e-10
4369,3.7719084727976933e-10
4370,3.38895477324507e-10
4371,3.050059295920563e-10
4372,2.7450533663285067e-10
4373,2.470548029695656e-10
4374,2.2234932267260906e-10
4375,2.0011439040534816e-10
4376,1.8010295136481333e-10
4377,1.6209265622833203e-10
4378,1.458833906054988e-10
4379,1.3129505154494893e-10
4380,1.1816554639045403e-10
4381,1.0634899175140865e-10
4382,9.571409257626779e-11
4383,8.614268331864103e-11
4384,7.752841498677691e-11
4385,6.977557348809922e-11
4386,6.27980161392893e-11
4387,5.6518214525360365e-11
4388,5.086639307282433e-11
4389,4.57797537655419e-11
4390,4.120177838898771e-11
4391,3.708160055008893e-11
4392,3.337344049508004e-11
4393,3.003609644557204e-11
4394,2.7032486801014838e-11
4395,2.4329238120913353e-11
4396,2.1896314308822015e-11
4397,1.9706682877939814e-11
4398,1.7736014590145834e-11
4399,1.596241313113125e-11
4400,1.4366171818018126e-11
4401,1.2929554636216312e-11
4402,1.1636599172594682e-11
4403,1.0472939255335214e-11
4404,9.425645329801694e-12
4405,8.483080796821524e-12
4406,7.63477271713937e-12
4407,6.871295445425434e-12
4408,6.184165900882891e-12
4409,5.5657493107946006e-12
4410,5.009174379715142e-12
4411,4.508256941743627e-12
4412,4.0574312475692655e-12
4413,3.651688122812339e-12
4414,3.286519310531105e-12
4415,2.9578673794779942e-12
4416,2.662080641530195e-12
4417,2.3958725773771756e-12
4418,2.1562853196394577e-12
4419,1.9406567876755122e-12
4420,1.7465911089079609e-12
4421,1.571931998017165e-12
4422,1.4147387982154485e-12
4423,1.2732649183939036e-12
4424,1.1459384265545135e-12
4425,1.031344583899062e-12
4426,9.282101255091557e-13
4427,8.353891129582402e-13
4428,7.518502016624163e-13
4429,6.766651814961747e-13
4430,6.089986633465572e-13
4431,5.480987970119015e-13
4432,4.932889173107114e-13
4433,4.439600255796402e-13
4434,3.9956402302167616e-13
4435,3.596076207195086e-13
4436,3.2364685864755775e-13
4437,2.9128217278280193e-13
4438,2.621539555045217e-13
4439,2.3593855995406957e-13
4440,2.1234470395866265e-13
4441,1.9111023356279637e-13
4442,1.7199921020651674e-13
4443,1.5479928918586505e-13
4444,1.3931936026727857e-13
4445,1.253874242405507e-13
4446,1.1284868181649563e-13
4447,1.0156381363484607e-13
4448,9.140743227136147e-14
4449,8.226668904422533e-14
4450,7.404002013980279e-14
4451,6.663601812582252e-14
4452,5.997241631324027e-14
4453,5.397517468191624e-14
4454,4.857765721372462e-14
4455,
4456,
